m_iHMissionType,m_iHMissionID,m_iHMissionName,m_iHTaskType,m_iHTaskID,m_iHNPCID,m_iHJournalNPCID,m_iHTerminatorNPCID,m_iHDifficultyType,m_iHBarkerTextID,m_iHCurrentObjective,m_iRequireInstanceID,m_iRepeatflag,m_iKorStReqLvlMin,m_iCTRReqLvMin,m_iCTRReqLvMax,m_iCSTRReqNano,m_iCSTReqGuide,m_iCSTReqMission,m_iCSTEntranceGroupMin,m_iCSTEntranceGroupMax,m_iCSTItemID,m_iCSTItemNumNeeded,m_iCSTTrigger,m_iCSUCheckTimer,m_iCSUEnemyID,m_iCSUNumToKill,m_iCSUItemID,m_iCSUItemNumNeeded,m_iCSUDEFNPCID,m_iCSUDEFNPCAI,m_iCSUDEPNPCFollow,m_iSTGrantTimer,m_iSTItemID,m_iSTItemNumNeeded,m_iSTItemDropRate,m_iSTGrantWayPoint,m_iSTSpawnMonsterID,m_iSTSpwanLocation,m_iSTMessageType,m_iSTMessageTextID,m_iSTMessageSendNPC,m_iSTDialogBubble,m_iSTDialogBubbleNPCID,m_iSTJournalIDAdd,m_pstrSTScript,m_iSTNanoID,m_iKorSuccRewardID,m_iSUReward,m_iSUOutgoingMission,m_iSUOutgoingTask,m_iSUItem,m_iSUInstancename,m_iSUMessageType,m_iSUMessagetextID,m_iSUMessageSendNPC,m_iSUDialogBubble,m_iSUDialogBubbleNPCID,m_iSUJournaliDAdd,m_iFOutgoingMission,m_iFOutgoingTask,m_iFItemID,m_iFItemNumNeeded,m_iFMessageType,m_iFMessageTextID,m_iFMessageSendNPC,m_iFDialogBubble,m_iFDialogBubbleNPCID,m_iFJournalIDAdd,m_iDelItemID,m_iMentorEmailID
3,455,7058,3,1406,0,725,1815,1,"[0, 0, 0, 0]",7068,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1815,0,0,0,0,0,0,0,1406,0,0,0,0,0,1407,"[356, 0, 0]","[-1, 0, 0]",2,7069,725,0,0,1406,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[356, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1407,0,725,1816,1,"[0, 0, 0, 0]",7071,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1816,0,0,0,0,0,0,0,1407,0,0,0,0,0,1409,"[356, 0, 0]","[-1, 0, 0]",2,7072,725,0,0,1407,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[356, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1408,0,725,1814,1,"[0, 0, 0, 0]",7074,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1814,0,0,2,7075,725,0,0,1408,0,0,0,0,0,1410,"[0, 0, 0]","[0, 0, 0]",2,7076,725,0,0,1408,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1409,0,725,1814,1,"[0, 0, 0, 0]",7078,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1814,0,0,2,7079,725,0,0,1409,0,0,0,0,0,1410,"[0, 0, 0]","[0, 0, 0]",2,7080,725,0,0,1409,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1410,0,725,1815,1,"[0, 0, 0, 0]",7082,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,180,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,180,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1815,0,0,2,7083,725,0,0,1410,0,0,0,0,0,1411,"[0, 0, 0]","[0, 0, 0]",2,7084,725,0,0,1410,0,1408,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1411,0,725,1816,1,"[0, 0, 0, 0]",7086,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,70,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,70,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1816,0,0,0,0,0,0,0,1411,0,0,0,0,0,1412,"[0, 0, 0]","[0, 0, 0]",2,7087,725,0,0,1411,0,1408,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,1,1412,0,725,725,1,"[7092, 7093, 7094, 7095]",7089,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",725,0,0,2,7090,725,0,0,1412,0,0,0,318,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,7091,725,1412,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,456,7096,2,1413,722,722,1796,1,"[0, 0, 0, 0]",7102,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1796,0,0,0,0,0,0,0,1413,0,0,0,0,0,1414,"[0, 0, 0]","[0, 0, 0]",2,7103,722,0,0,1413,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,456,7096,5,1414,0,722,0,1,"[0, 0, 0, 0]",7105,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[341, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1796,0,0,0,0,0,0,0,1414,0,0,0,0,0,1415,"[0, 0, 0]","[0, 0, 0]",2,7106,722,0,0,1414,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,456,7096,1,1415,0,722,722,1,"[0, 0, 0, 0]",7108,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",722,0,0,0,0,0,0,0,1415,0,0,0,319,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,7109,722,1415,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,457,7110,1,1416,720,720,702,0,"[0, 0, 0, 0]",7116,0,0,42,14,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",702,0,0,4,7117,719,0,0,1416,0,0,0,0,0,1417,"[0, 0, 0]","[0, 0, 0]",0,0,0,7118,702,1416,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,457,7110,1,1417,0,720,703,0,"[0, 0, 0, 0]",7120,0,0,42,14,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",703,0,0,0,0,0,0,0,1417,0,0,0,0,0,1418,"[0, 0, 0]","[0, 0, 0]",0,0,0,7121,703,1417,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,457,7110,1,1418,0,720,727,0,"[0, 0, 0, 0]",7123,0,0,42,14,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",727,0,0,0,0,0,0,0,1418,0,0,0,0,0,1419,"[357, 0, 0]","[1, 0, 0]",0,0,0,7124,727,1418,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,457,7110,4,1419,0,720,720,0,"[0, 0, 0, 0]",7126,0,0,42,14,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[357, 0, 0]","[1, 0, 0]",0,0,0,0,"[357, 0, 0]","[0, 0, 0]","[0, 0, 0]",720,0,0,0,0,0,0,0,1419,0,0,0,320,0,0,"[357, 0, 0]","[-1, 0, 0]",0,0,0,7127,720,1419,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[357, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,458,10640,0,2072,785,785,740,0,"[0, 0, 0, 0]",10646,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[524, 0, 0]","[1, 0, 0]","[0, 0, 0]",740,0,0,0,0,0,0,0,2072,0,0,0,476,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,10647,740,2072,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[524, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,459,7128,2,1420,792,792,1797,1,"[0, 0, 0, 0]",7134,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1797,0,0,0,0,0,0,0,1420,0,0,0,0,0,1421,"[0, 0, 0]","[0, 0, 0]",2,7135,792,0,0,1420,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,459,7128,3,1421,0,792,1817,1,"[0, 0, 0, 0]",7137,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1817,0,0,2,7138,792,0,0,1421,0,0,0,0,0,1422,"[0, 0, 0]","[0, 0, 0]",2,7139,792,0,0,1421,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,459,7128,1,1422,0,792,792,1,"[0, 0, 0, 0]",7141,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",792,0,0,2,7142,792,0,0,1422,0,0,0,321,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,7143,792,1422,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,460,7144,5,1423,792,792,0,1,"[0, 0, 0, 0]",7150,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[459, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[167, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1798,0,0,2,7151,792,0,0,1423,0,0,0,0,0,1424,"[0, 0, 0]","[0, 0, 0]",2,7152,792,0,0,1423,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,460,7144,5,1424,0,792,0,1,"[0, 0, 0, 0]",7154,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[459, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[362, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1777,0,0,2,7155,792,0,0,1424,0,0,0,0,0,1489,"[0, 0, 0]","[0, 0, 0]",2,7156,792,0,0,1424,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,460,7144,1,1489,0,792,792,1,"[7157, 7158, 7159, 7160]",13231,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[459, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",792,0,0,0,0,0,0,0,1489,0,0,0,322,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13232,792,1489,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,461,7161,2,1425,791,791,1799,1,"[0, 0, 0, 0]",7167,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1799,0,0,0,0,0,0,0,1425,0,0,0,0,0,1426,"[0, 0, 0]","[0, 0, 0]",2,7168,791,0,0,1425,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,461,7161,3,1426,0,791,1800,1,"[0, 0, 0, 0]",7170,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1800,0,0,2,7171,791,0,0,1426,0,0,0,323,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,462,7172,2,1427,791,791,1799,1,"[0, 0, 0, 0]",7178,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[461, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1799,0,0,0,0,0,0,0,1427,0,0,0,0,0,1429,"[0, 0, 0]","[0, 0, 0]",2,7179,791,0,0,1427,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,462,7172,2,1428,0,791,1799,1,"[0, 0, 0, 0]",7181,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[461, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1799,0,0,2,7182,791,0,0,1428,0,0,0,0,0,1429,"[0, 0, 0]","[0, 0, 0]",2,7183,790,0,0,1428,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,462,7172,3,1429,0,791,1800,1,"[0, 0, 0, 0]",7185,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[461, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,200,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,200,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1800,0,0,2,7186,791,0,0,1429,0,0,0,324,0,0,"[0, 0, 0]","[0, 0, 0]",2,7187,791,0,0,1429,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,3,2073,724,724,2331,1,"[0, 0, 0, 0]",10654,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2331,0,0,2,10655,724,0,0,2073,0,0,0,0,0,2074,"[525, 0, 0]","[1, 0, 0]",2,10656,724,0,0,2073,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,4,2074,0,724,724,1,"[0, 0, 0, 0]",10658,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[525, 0, 0]","[1, 0, 0]",0,0,0,0,"[525, 0, 0]","[0, 0, 0]","[0, 0, 0]",724,0,0,0,0,0,0,0,2074,0,0,0,0,0,2075,"[525, 0, 0]","[-1, 0, 0]",0,0,0,10659,724,2074,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[525, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,5,2075,0,724,0,1,"[0, 0, 0, 0]",10661,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[156, 0, 0]","[0, 0, 0]","[526, 0, 0]","[1, 0, 0]",0,0,0,0,"[526, 0, 0]","[0, 0, 0]","[35, 0, 0]",1663,0,0,0,0,0,10662,724,2075,0,0,0,0,0,2076,"[0, 0, 0]","[0, 0, 0]",2,10663,724,0,0,2075,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,5,2076,0,724,0,1,"[0, 0, 0, 0]",10665,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[348, 0, 0]","[0, 0, 0]","[526, 0, 0]","[2, 0, 0]",0,0,0,0,"[526, 0, 0]","[0, 0, 0]","[30, 0, 0]",1664,0,0,2,10666,724,0,0,2076,0,0,0,0,0,2077,"[0, 0, 0]","[0, 0, 0]",2,10667,724,0,0,2076,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[526, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,5,2077,0,724,0,1,"[0, 0, 0, 0]",10669,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[349, 0, 0]","[0, 0, 0]","[526, 0, 0]","[3, 0, 0]",0,0,0,0,"[526, 0, 0]","[0, 0, 0]","[30, 0, 0]",939,0,0,0,0,0,0,0,2077,0,0,0,0,0,2078,"[0, 0, 0]","[0, 0, 0]",2,10670,724,0,0,2077,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[526, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,463,10648,4,2078,0,724,724,1,"[0, 0, 0, 0]",10672,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[453, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[526, 0, 0]","[3, 0, 0]",0,0,0,0,"[526, 0, 0]","[0, 0, 0]","[0, 0, 0]",724,0,0,0,0,0,0,0,2078,0,0,0,477,0,0,"[526, 0, 0]","[-3, 0, 0]",2,10673,724,0,0,2078,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[526, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,464,7188,3,1430,734,734,1858,0,"[0, 0, 0, 0]",7194,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1858,0,0,2,7195,734,0,0,1430,0,0,0,0,0,1431,"[358, 0, 0]","[1, 0, 0]",2,7196,734,0,0,1430,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,464,7188,4,1431,0,734,734,0,"[0, 0, 0, 0]",7198,0,0,51,17,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[358, 0, 0]","[1, 0, 0]",0,0,0,0,"[358, 0, 0]","[0, 0, 0]","[0, 0, 0]",734,0,0,0,0,0,0,0,1431,0,0,0,325,0,0,"[358, 0, 0]","[-1, 0, 0]",0,0,0,7199,734,1431,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[358, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,465,10674,2,2079,729,729,2180,1,"[0, 0, 0, 0]",10680,0,0,66,22,0,"[0, 0, 0, 0, 0]",0,"[347, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2180,0,0,0,0,0,0,0,2079,0,0,0,0,0,2080,"[0, 0, 0]","[0, 0, 0]",2,10681,729,0,0,2079,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,465,10674,5,2080,0,729,0,1,"[0, 0, 0, 0]",10683,0,0,66,22,0,"[0, 0, 0, 0, 0]",0,"[347, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[397, 0, 0]","[9, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2180,0,0,2,10684,729,0,0,2080,0,0,0,0,0,2081,"[0, 0, 0]","[0, 0, 0]",2,10685,729,0,0,2080,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,465,10674,1,2081,0,729,1861,1,"[0, 0, 0, 0]",10687,0,0,66,22,0,"[0, 0, 0, 0, 0]",0,"[347, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1861,0,0,2,10688,729,0,0,2081,0,0,0,0,0,2082,"[0, 0, 0]","[0, 0, 0]",0,0,0,10689,1861,2081,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,465,10674,1,2082,0,729,729,1,"[0, 0, 0, 0]",10691,0,0,66,22,0,"[0, 0, 0, 0, 0]",0,"[347, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",729,0,0,2,10692,729,0,0,2082,0,0,0,478,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,10693,729,2082,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,466,10694,2,2083,1859,1859,926,1,"[0, 0, 0, 0]",10700,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[440, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",926,0,0,0,0,0,0,0,2083,0,0,0,0,0,2084,"[0, 0, 0]","[0, 0, 0]",2,10701,1859,0,0,2083,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,466,10694,3,2084,0,1859,1862,1,"[0, 0, 0, 0]",10703,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[440, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1862,0,0,2,10704,1859,0,0,2084,0,0,0,0,0,2086,"[359, 0, 0]","[1, 0, 0]",0,0,0,0,0,2084,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,466,10694,3,2085,0,1859,1862,1,"[0, 0, 0, 0]",10706,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[440, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1862,0,0,2,10707,1859,0,0,2085,0,0,0,0,0,2086,"[0, 0, 0]","[0, 0, 0]",2,10708,1859,0,0,2085,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[359, 0, 0, 0]","[0, 0, 0, 0, 0]"
